id,user_id,branch_code,account_number,balance,opened_at
1672,1672,4401,8878321,478657,2024-09-06T01:20:21.526942+00:00
1673,1673,8728,2516945,188937,2025-03-28T02:16:36.526942+00:00
1674,1674,5745,1002119,2002795,2025-01-09T09:55:36.527442+00:00
1675,1675,6154,2999273,150107,2025-10-15T23:29:09.527442+00:00
1676,1676,3680,3082462,192263,2025-03-08T16:11:50.527442+00:00
1677,1677,2224,6642420,456899,2024-12-18T21:51:21.527442+00:00
1678,1678,5980,9509076,868446,2024-12-04T03:38:02.527442+00:00
1679,1679,2378,1556669,898307,2025-05-23T19:14:06.527942+00:00
1680,1680,5695,5431387,1373,2023-11-24T11:10:04.527942+00:00
1681,1681,6535,6512579,1844056,2025-04-06T11:34:28.527942+00:00
1682,1682,9228,6757401,168040,2023-08-24T18:21:03.527942+00:00
1683,1683,4717,5693256,203497,2024-07-13T14:45:05.527942+00:00
1684,1684,8580,3608873,1153182,2025-08-03T20:21:38.528441+00:00
1685,1685,1768,4254257,565538,2024-10-24T12:28:11.528441+00:00
1686,1686,3431,7500775,534585,2025-02-11T13:32:34.528441+00:00
1687,1687,5585,2634781,108427,2024-04-26T03:33:24.528441+00:00
1688,1688,7877,7289546,855616,2025-10-23T17:26:10.528441+00:00
1689,1689,5390,2587632,580763,2024-08-26T01:36:55.528941+00:00
1690,1690,8832,2687750,289764,2024-08-05T08:36:40.528941+00:00
1691,1691,8411,9423034,899715,2025-02-23T07:00:11.528941+00:00
1692,1692,9939,5701405,869524,2024-05-02T18:21:26.528941+00:00
1693,1693,9184,5075424,811319,2024-10-11T13:39:07.528941+00:00
1694,1694,4384,3386285,641541,2023-12-11T04:04:31.528941+00:00
1695,1695,8207,8967709,1384769,2023-04-28T14:35:34.529441+00:00
1696,1696,4021,2907897,627306,2024-12-02T10:58:20.529441+00:00
1697,1697,2265,1612244,973119,2023-08-08T02:27:30.529441+00:00
1698,1698,1565,7706162,582852,2025-09-21T01:36:18.529441+00:00
1699,1699,2731,3600943,709312,2024-04-30T17:32:51.529441+00:00
1700,1700,6960,4157654,1060434,2023-12-22T13:36:56.529441+00:00
1701,1701,2676,9489380,1487502,2024-10-12T14:41:39.529441+00:00
1702,1702,6253,3659662,703395,2024-05-05T20:52:27.529441+00:00
1703,1703,3017,3831652,1179619,2024-04-23T02:43:29.530444+00:00
1704,1704,1777,1919819,230287,2025-10-02T08:53:46.530444+00:00
1705,1705,4704,1472670,45823,2025-07-04T08:40:32.530444+00:00
1706,1706,4383,3820082,1213467,2025-07-02T10:55:56.530444+00:00
1707,1707,9870,2336176,1355118,2024-07-17T11:22:28.530444+00:00
1708,1708,6421,9502476,1379817,2025-02-06T08:23:48.530947+00:00
1709,1709,9786,8859823,946104,2025-02-23T21:58:41.530947+00:00
1710,1710,8132,2975676,468820,2024-08-09T18:18:56.530947+00:00
1711,1711,8721,1402986,1590326,2023-03-20T21:21:07.530947+00:00
1712,1712,5559,1772495,1190047,2023-06-25T16:17:08.530947+00:00
1713,1713,6570,6257370,1496592,2025-03-05T11:23:37.531446+00:00
1714,1714,8424,8339957,1056549,2023-07-18T21:44:33.531446+00:00
1715,1715,5111,4141737,869754,2026-01-06T02:32:21.531446+00:00
1716,1716,5172,8975834,456616,2024-06-27T10:06:23.531446+00:00
1717,1717,7193,7273915,1636051,2025-12-28T01:33:38.531446+00:00
1718,1718,6607,2597123,624157,2025-06-07T03:49:05.531947+00:00
1719,1719,6066,4564557,506162,2025-03-03T11:12:45.531947+00:00
1720,1720,6745,2274262,772561,2024-09-12T09:59:56.531947+00:00
1721,1721,7895,6089931,366308,2025-04-17T17:14:31.531947+00:00
1722,1722,1509,9691276,776428,2023-10-22T10:58:23.531947+00:00
1723,1723,1205,2159129,723071,2024-08-02T17:29:28.532446+00:00
1724,1724,9880,9953786,601457,2025-04-26T00:22:31.532446+00:00
1725,1725,5345,1039435,1574517,2023-08-19T19:07:28.532446+00:00
1726,1726,6885,7423604,976630,2024-11-10T07:35:22.532446+00:00
1727,1727,6744,7438723,858300,2025-04-27T04:54:20.532446+00:00
1728,1728,9714,6373264,875739,2025-09-11T02:06:07.532946+00:00
1729,1729,9263,9582214,896857,2023-04-09T18:13:37.532946+00:00
1730,1730,1927,6540624,715872,2025-01-02T08:12:15.532946+00:00
1731,1731,9927,5891808,461110,2023-06-10T11:21:35.532946+00:00
1732,1732,1735,6514495,1346835,2025-11-17T18:08:41.532946+00:00
1733,1733,5011,2697062,1654475,2026-02-01T12:15:21.532946+00:00
1734,1734,7229,7104653,1549153,2023-09-04T09:51:58.533446+00:00
1735,1735,4790,7472038,827372,2024-08-22T11:44:31.533446+00:00
1736,1736,6646,9279431,1001001,2024-02-22T12:55:36.533446+00:00
1737,1737,1054,6446564,451844,2024-04-26T20:20:35.533446+00:00
1738,1738,9115,2517044,794803,2025-08-26T02:41:56.533946+00:00
1739,1739,4613,8864163,159808,2023-08-30T07:51:00.533946+00:00
1740,1740,7027,6892775,972145,2023-07-03T08:41:02.533946+00:00
1741,1741,2110,9714019,1172605,2024-06-04T04:53:54.533946+00:00
1742,1742,8978,3183394,533636,2025-12-29T07:59:17.533946+00:00
1743,1743,4026,8828261,1156476,2025-09-27T08:38:07.533946+00:00
1744,1744,4841,8857048,481945,2024-05-02T21:51:06.533946+00:00
1745,1745,4384,2832972,110284,2023-07-05T04:42:05.533946+00:00
1746,1746,3769,8759250,135066,2025-10-04T00:50:03.533946+00:00
1747,1747,3234,1964939,829831,2023-10-01T15:30:06.533946+00:00
1748,1748,8078,5214830,650170,2023-03-14T02:24:24.534956+00:00
1749,1749,3413,9644081,1331888,2025-02-27T03:41:23.534956+00:00
1750,1750,5757,3815939,1325393,2026-01-14T19:39:26.534956+00:00
1751,1751,4227,5411773,931361,2025-01-27T03:10:51.534956+00:00
1752,1752,8122,4171004,350223,2024-12-13T13:59:37.535462+00:00
1753,1753,9133,1835559,1070,2024-12-04T14:55:25.535462+00:00
1754,1754,8450,9457230,191191,2025-04-18T07:27:55.535462+00:00
1755,1755,4142,5631971,559451,2023-09-18T15:07:43.535462+00:00
1756,1756,6908,8952635,681645,2024-02-01T01:02:31.535462+00:00
1757,1757,8676,5086608,65190,2024-08-25T02:15:26.535462+00:00
1758,1758,2603,1670512,835163,2024-12-02T07:14:32.535970+00:00
1759,1759,9353,5751612,500741,2025-06-14T16:07:01.535970+00:00
1760,1760,8041,8190835,374922,2025-10-17T22:48:16.535970+00:00
1761,1761,3163,1815304,368520,2024-05-09T04:15:48.535970+00:00
1762,1762,8338,2316470,435751,2025-05-30T03:42:57.535970+00:00
1763,1763,6370,8432112,16424,2023-03-13T21:47:03.536462+00:00
1764,1764,9872,8609593,380587,2026-01-20T22:13:52.536462+00:00
1765,1765,1107,3595827,288065,2025-07-10T02:11:07.536462+00:00
1766,1766,1061,9685119,571148,2024-05-20T10:27:49.536462+00:00
1767,1767,1909,3674436,882101,2025-07-24T22:10:41.536462+00:00
1768,1768,9073,1558332,1409305,2025-04-05T12:26:04.536962+00:00
1769,1769,5765,8602493,664689,2024-08-17T14:51:03.536962+00:00
1770,1770,1970,6412606,436832,2023-12-23T04:23:04.536962+00:00
1771,1771,5414,6475677,672866,2023-04-19T14:23:32.536962+00:00
1772,1772,7761,6885207,168486,2024-01-07T13:51:51.536962+00:00
1773,1773,4686,5512472,513912,2024-12-13T09:47:43.537462+00:00
1774,1774,7950,5812235,944926,2025-10-28T10:16:43.537462+00:00
1775,1775,2897,4572581,711153,2025-03-07T06:52:27.537462+00:00
1776,1776,2461,4040883,523829,2025-07-03T15:46:16.537462+00:00
1777,1777,7431,5454667,631770,2023-09-20T18:55:37.537462+00:00
1778,1778,3707,4090067,1897106,2025-10-02T12:22:23.537962+00:00
1779,1779,9728,4100063,236265,2023-03-25T16:43:37.537962+00:00
1780,1780,6242,2653592,484845,2024-12-06T18:00:49.537962+00:00
1781,1781,1610,8744963,72499,2025-12-18T15:41:57.537962+00:00
1782,1782,2081,7876232,1306984,2023-12-31T11:48:03.537962+00:00
1783,1783,8194,8183115,328414,2025-12-19T08:31:47.538462+00:00
1784,1784,5501,6592282,1141349,2025-03-09T10:03:19.538462+00:00
1785,1785,8844,7576097,476713,2025-03-30T19:54:19.538462+00:00
1786,1786,1639,7229891,1180424,2025-10-09T02:05:01.538462+00:00
1787,1787,3962,5489883,950713,2024-01-13T04:48:44.538462+00:00
1788,1788,1752,1373722,101436,2023-03-01T08:24:16.538962+00:00
1789,1789,3709,7606407,197579,2023-04-04T00:17:36.538962+00:00
1790,1790,3797,2564234,1460321,2024-05-12T05:50:56.538962+00:00
1791,1791,7777,7865625,183251,2023-08-15T03:01:43.538962+00:00
1792,1792,7817,4562528,1581760,2024-08-08T14:05:26.538962+00:00
1793,1793,1922,7769129,686454,2023-11-23T14:07:08.539462+00:00
1794,1794,8898,6291982,795065,2023-09-24T20:53:48.539462+00:00
1795,1795,2023,9046092,152542,2024-07-24T00:14:54.539462+00:00
1796,1796,8034,2378208,844264,2023-07-04T03:27:46.539462+00:00
1797,1797,6431,3895899,1312547,2025-09-13T08:33:58.539462+00:00
1798,1798,2165,5363907,439153,2024-03-02T22:53:09.539462+00:00
1799,1799,8699,8804882,385982,2025-11-06T07:09:23.539462+00:00
1800,1800,1706,5177454,2233272,2025-02-12T04:20:07.539462+00:00
1801,1801,6679,8714878,491839,2025-02-02T06:29:01.539462+00:00
1802,1802,2803,1405698,962961,2023-09-05T14:13:01.539462+00:00
1803,1803,8554,9624546,128168,2024-05-10T01:10:50.540472+00:00
1804,1804,6049,1068941,801974,2025-11-06T19:46:02.540472+00:00
1805,1805,7071,4622605,509085,2024-08-02T01:17:52.540472+00:00
1806,1806,5028,3547656,376068,2025-02-13T19:53:26.540472+00:00
1807,1807,1612,1392844,201393,2025-12-02T19:37:55.540472+00:00
1808,1808,8675,1238929,488268,2023-09-02T08:15:26.540978+00:00
1809,1809,3756,6195556,1287085,2024-07-29T17:21:16.540978+00:00
1810,1810,5568,5981496,15418,2023-04-27T10:39:21.540978+00:00
1811,1811,7181,6271744,59442,2025-05-13T22:31:33.540978+00:00
1812,1812,6059,1209922,1415832,2023-04-13T23:11:39.540978+00:00
1813,1813,4984,3819569,1025540,2025-08-31T04:45:09.541478+00:00
1814,1814,9188,1377471,1320002,2023-05-04T19:50:05.541478+00:00
1815,1815,4801,1350331,736360,2026-01-14T10:36:02.541478+00:00
1816,1816,6808,3347258,876326,2024-09-02T16:19:21.541478+00:00
1817,1817,8802,1267148,953502,2024-09-13T08:03:28.541478+00:00
1818,1818,4619,1943834,38673,2023-09-27T07:54:21.541978+00:00
1819,1819,1854,1697121,1824482,2024-03-13T14:16:38.541978+00:00
1820,1820,7729,7014533,806359,2025-11-25T19:03:15.541978+00:00
1821,1821,1906,7922353,1368814,2025-07-07T05:01:56.541978+00:00
1822,1822,3724,5439488,353796,2024-12-25T23:48:11.541978+00:00
1823,1823,1506,6074435,309989,2024-02-09T14:45:14.542478+00:00
1824,1824,6559,9408315,326426,2023-11-10T11:45:14.542478+00:00
1825,1825,4429,7122802,36722,2025-10-17T15:49:42.542478+00:00
1826,1826,3193,4132284,59348,2025-01-29T01:45:11.542478+00:00
1827,1827,2574,4657127,276782,2024-06-06T23:43:35.542478+00:00
1828,1828,4643,4670738,352882,2023-02-10T17:23:57.542978+00:00
1829,1829,5453,6003732,2415,2025-12-14T19:19:51.542978+00:00
1830,1830,7834,6998590,804341,2023-06-16T19:51:37.542978+00:00
1831,1831,2659,6300814,784294,2025-04-28T08:43:36.542978+00:00
1832,1832,7973,6574850,171989,2023-11-10T00:47:25.542978+00:00
1833,1833,7773,5454822,800401,2025-01-12T00:09:58.543478+00:00
1834,1834,5329,4110624,414752,2024-12-02T05:51:23.543478+00:00
1835,1835,7356,1379736,516313,2024-04-19T06:01:21.543478+00:00
1836,1836,2086,3316472,539680,2023-10-18T14:13:51.543478+00:00
1837,1837,4176,7214827,168507,2024-07-25T04:48:39.543478+00:00
1838,1838,1333,1227191,752327,2024-06-05T14:31:18.543978+00:00
1839,1839,8551,9490249,506677,2025-11-02T00:38:40.543978+00:00
1840,1840,8513,1221378,354879,2023-09-06T03:30:47.543978+00:00
1841,1841,8513,7424624,137879,2024-06-26T05:56:00.543978+00:00
1842,1842,9030,6502956,10678,2024-08-05T17:21:47.543978+00:00
1843,1843,2412,3279393,515752,2024-01-16T18:54:29.544478+00:00
1844,1844,2343,3621866,1566092,2023-05-10T03:33:23.544478+00:00
1845,1845,8857,6344885,614694,2025-02-13T08:59:33.544478+00:00
1846,1846,4853,8859145,430416,2025-12-14T14:51:07.544478+00:00
1847,1847,9318,5970720,1283441,2024-10-28T03:14:16.544478+00:00
1848,1848,5352,5116934,1144778,2024-11-01T09:46:44.544478+00:00
1849,1849,2526,6645659,1150458,2025-02-08T15:29:26.544478+00:00
1850,1850,4907,5944487,248244,2023-04-15T13:02:23.544478+00:00
1851,1851,1159,3169494,1263598,2024-12-11T02:36:10.544478+00:00
1852,1852,7657,1057374,508668,2025-10-13T09:34:22.544478+00:00
1853,1853,3559,8381816,1308319,2024-12-11T04:22:29.545488+00:00
1854,1854,8853,3521659,698299,2023-10-06T22:20:10.545488+00:00
1855,1855,5598,7826659,706336,2023-08-08T20:27:24.545488+00:00
1856,1856,3249,2782976,927955,2024-01-25T12:15:15.545488+00:00
1857,1857,8501,9927440,900696,2024-07-25T23:13:04.545488+00:00
1858,1858,2895,7498376,243709,2024-10-02T20:58:04.545994+00:00
1859,1859,5952,1313988,996121,2024-02-05T18:10:20.545994+00:00
1860,1860,4406,1854108,396179,2024-07-30T18:14:28.545994+00:00
1861,1861,6776,1931204,882111,2025-09-13T21:02:01.545994+00:00
1862,1862,4059,3798692,844533,2024-08-22T09:09:38.545994+00:00
1863,1863,7074,9738452,290936,2025-04-06T05:34:54.545994+00:00
1864,1864,6716,7337014,537716,2025-02-22T05:48:40.546493+00:00
1865,1865,6456,6331632,481333,2024-03-16T10:52:46.546493+00:00
1866,1866,9044,6304082,1266207,2023-08-18T15:02:18.546493+00:00
1867,1867,2024,4761783,681889,2024-07-10T08:07:02.546493+00:00
1868,1868,9619,9207404,69925,2023-07-22T01:52:30.546493+00:00
1869,1869,9597,6929091,145525,2023-07-07T06:25:23.546993+00:00
1870,1870,2524,7841277,519485,2024-09-10T16:28:08.546993+00:00
1871,1871,8160,4866571,1124403,2023-07-12T18:19:11.546993+00:00
1872,1872,2218,2258333,692989,2023-08-14T01:43:11.546993+00:00
1873,1873,2302,5332602,28632,2023-02-12T04:11:42.546993+00:00
1874,1874,9952,8263947,1004584,2023-05-05T00:32:13.547493+00:00
1875,1875,2466,6845352,8679,2023-10-12T23:23:14.547493+00:00
1876,1876,1129,2862897,536394,2025-06-02T06:45:52.547493+00:00
1877,1877,7870,3858368,421425,2024-03-17T20:12:01.547493+00:00
1878,1878,6357,7748544,2696,2023-07-09T17:56:16.547493+00:00
1879,1879,6354,5798340,476177,2023-06-08T03:40:54.547993+00:00
1880,1880,7223,4020248,1080464,2026-01-09T14:16:40.547993+00:00
1881,1881,4537,9317909,1032633,2025-07-08T21:06:17.547993+00:00
1882,1882,9209,2431798,475470,2025-12-15T00:08:16.547993+00:00
1883,1883,8043,8777650,240546,2025-07-04T22:05:19.547993+00:00
1884,1884,2946,9580548,600645,2023-03-22T14:46:36.548493+00:00
1885,1885,2415,8286139,465920,2023-08-25T11:15:31.548493+00:00
1886,1886,4953,7685962,790151,2023-06-17T07:31:31.548493+00:00
1887,1887,7449,1883635,528073,2023-09-24T08:43:39.548493+00:00
1888,1888,9739,7009739,175086,2025-06-19T22:37:59.548493+00:00
1889,1889,1631,9601852,128940,2024-11-03T18:10:52.549001+00:00
1890,1890,4978,5759539,695586,2023-03-06T21:24:16.549001+00:00
1891,1891,6062,9647828,743474,2024-06-19T19:06:48.549001+00:00
1892,1892,2021,8990977,200685,2025-04-23T11:42:32.549001+00:00
1893,1893,7001,2546909,495687,2023-02-21T20:42:18.549001+00:00
1894,1894,4555,2054140,1256622,2024-02-09T07:58:39.549494+00:00
1895,1895,4507,5916394,837071,2025-08-22T13:36:07.549494+00:00
1896,1896,8326,3523133,1726665,2025-01-17T17:58:01.549494+00:00
1897,1897,2859,5744963,1221000,2025-08-31T05:43:31.549494+00:00
1898,1898,5505,5456249,1640,2025-12-03T17:16:01.549494+00:00
1899,1899,7774,5079999,1009342,2024-05-06T15:24:25.549494+00:00
1900,1900,3180,4990586,867002,2024-06-05T11:29:16.549494+00:00
1901,1901,3325,2407070,636060,2023-09-04T01:30:40.549494+00:00
1902,1902,9643,7515173,1014053,2024-12-18T23:21:44.549494+00:00
1903,1903,9119,3238635,1224703,2023-03-28T03:39:01.549494+00:00
1904,1904,2025,7610879,2209,2024-03-22T08:57:08.549494+00:00
1905,1905,3113,7092844,761239,2023-03-31T04:33:25.550503+00:00
1906,1906,6004,5257599,92801,2025-12-13T22:36:13.550503+00:00
1907,1907,1991,4870705,1464717,2024-08-07T23:48:49.550503+00:00
1908,1908,3583,3593301,101606,2023-10-22T04:52:11.550503+00:00
1909,1909,8977,8590805,268926,2023-07-16T20:53:14.550503+00:00
1910,1910,7460,2674944,94392,2023-04-18T12:32:27.551009+00:00
1911,1911,9698,2422721,1265912,2023-11-30T12:54:39.551009+00:00
1912,1912,2273,5315134,660499,2024-02-26T23:14:28.551009+00:00
1913,1913,4329,8846636,29018,2023-04-12T14:42:01.551009+00:00
1914,1914,6903,1647800,920211,2025-01-20T00:04:08.551009+00:00
1915,1915,2791,3841826,1305476,2025-12-05T04:01:51.551009+00:00
1916,1916,7377,7751496,736563,2024-09-26T17:05:15.551509+00:00
1917,1917,6475,4820079,697260,2025-01-18T22:30:48.551509+00:00
1918,1918,3214,8737553,647958,2025-10-14T03:06:59.551509+00:00
1919,1919,3041,4411513,1268055,2024-01-11T02:46:58.551509+00:00
1920,1920,9579,6609621,317088,2025-04-25T04:02:24.551509+00:00
1921,1921,5519,1450013,873621,2024-04-07T19:16:43.552009+00:00
1922,1922,6993,7305188,1076111,2025-09-11T08:42:39.552009+00:00
1923,1923,1804,4218411,1446968,2024-01-14T08:31:36.552009+00:00
1924,1924,6341,7461725,626282,2023-08-10T17:53:08.552009+00:00
1925,1925,4659,1591948,935937,2023-12-30T02:00:12.552009+00:00
1926,1926,3556,9566564,1456011,2023-11-30T21:42:59.552509+00:00
1927,1927,5305,1963143,265113,2025-04-10T23:03:42.552509+00:00
1928,1928,2105,4290596,117299,2026-01-11T19:20:33.552509+00:00
1929,1929,5740,8056074,1138900,2026-01-11T19:10:44.552509+00:00
1930,1930,3311,9110139,686183,2023-07-24T20:55:02.552509+00:00
1931,1931,4716,4852358,1017621,2024-03-23T14:51:40.553009+00:00
1932,1932,3339,6784764,509879,2024-11-16T11:38:41.553009+00:00
1933,1933,2869,2451117,357656,2025-11-30T07:36:48.553009+00:00
1934,1934,9533,4987963,674360,2023-11-19T05:27:50.553009+00:00
1935,1935,6703,1852880,515798,2026-01-06T10:38:48.553009+00:00
1936,1936,6838,2926459,743832,2025-05-01T07:08:32.553009+00:00
1937,1937,1805,6524810,103966,2025-09-22T09:56:51.553509+00:00
1938,1938,5511,6002082,747433,2024-01-20T18:03:05.553509+00:00
1939,1939,9838,9294310,1453330,2023-10-17T14:58:30.553509+00:00
1940,1940,6922,6015526,562019,2024-09-10T12:56:14.553509+00:00
1941,1941,7312,8846576,531271,2025-06-30T13:11:04.553509+00:00
1942,1942,7231,5012972,1221207,2024-08-02T16:07:38.554009+00:00
1943,1943,9093,5715808,256976,2025-04-08T04:29:46.554009+00:00
1944,1944,4424,6170345,409352,2024-06-07T21:42:35.554009+00:00
1945,1945,2111,2463203,1003454,2023-07-10T01:17:15.554009+00:00
1946,1946,5457,8729067,1346700,2024-01-26T12:22:04.554009+00:00
1947,1947,5126,8758781,272127,2025-12-07T05:06:40.554009+00:00
1948,1948,5438,7853339,466723,2024-02-11T02:41:01.554509+00:00
1949,1949,6933,6771537,1651104,2023-04-28T21:11:36.554509+00:00
1950,1950,6529,4066749,334262,2023-09-05T01:46:07.554509+00:00
1951,1951,1873,9427005,1010534,2025-08-21T02:27:17.554509+00:00
1952,1952,3813,2797360,1685800,2025-06-27T12:33:03.554509+00:00
1953,1953,1239,5064599,1071029,2023-10-06T15:14:35.555016+00:00
1954,1954,2173,6755010,152217,2025-09-20T03:59:21.555016+00:00
1955,1955,3290,8511191,221492,2025-02-22T23:06:45.555016+00:00
1956,1956,3054,2810712,72507,2023-07-16T05:48:23.555016+00:00
1957,1957,9480,1474760,1179436,2023-05-19T03:00:16.555016+00:00
1958,1958,9273,3278889,605870,2025-08-10T11:45:51.555016+00:00
1959,1959,6042,3724370,620853,2024-09-27T13:33:53.555016+00:00
1960,1960,6252,5721689,1030157,2025-01-23T04:56:31.555016+00:00
1961,1961,8533,2786997,351065,2025-05-29T05:04:23.555016+00:00
1962,1962,8527,9507453,428264,2025-03-29T16:18:30.555016+00:00
1963,1963,6130,6085491,826227,2023-10-21T01:27:01.556027+00:00
1964,1964,7145,6142937,418544,2023-11-18T20:55:26.556027+00:00
1965,1965,3022,7094757,1558321,2024-10-04T12:24:38.556027+00:00
1966,1966,9558,4970458,606953,2025-12-28T18:00:21.556027+00:00
1967,1967,6217,6897479,72033,2024-06-17T18:11:22.556533+00:00
1968,1968,7208,9752415,144769,2023-02-21T02:50:16.556533+00:00
1969,1969,8127,4221167,951448,2025-06-06T02:27:56.556533+00:00
1970,1970,3109,2996522,175050,2025-08-11T04:55:45.556533+00:00
1971,1971,1183,9856391,358914,2024-10-11T16:13:27.556533+00:00
1972,1972,1451,6020241,1721476,2024-09-22T21:18:31.557033+00:00
1973,1973,3234,8670504,494869,2024-09-01T22:40:02.557033+00:00
1974,1974,9432,4100473,715430,2023-03-13T02:25:34.557033+00:00
1975,1975,9732,6438300,1517491,2023-12-27T03:55:26.557033+00:00
1976,1976,4325,4300987,411289,2023-05-13T21:59:20.557033+00:00
1977,1977,2344,3075598,130643,2023-12-22T10:31:47.557533+00:00
1978,1978,7886,6888682,690855,2024-10-30T10:03:47.557533+00:00
1979,1979,8885,8982272,1038871,2026-02-04T22:25:14.557533+00:00
1980,1980,8823,7549975,339264,2025-04-20T03:04:59.557533+00:00
1981,1981,8247,5773680,109617,2025-08-19T02:04:06.557533+00:00
1982,1982,8056,6878964,1963728,2023-11-02T12:03:48.557533+00:00
1983,1983,4401,8932570,1171334,2023-07-24T03:37:16.558041+00:00
1984,1984,7449,8373150,649953,2024-06-10T23:57:25.558041+00:00
1985,1985,5068,1051915,683707,2025-07-31T17:15:04.558041+00:00
1986,1986,4326,3453547,132778,2024-07-25T04:50:49.558041+00:00
1987,1987,4793,8905228,53376,2026-01-30T04:10:58.558533+00:00
1988,1988,3350,2645759,586618,2026-02-03T00:39:37.558533+00:00
1989,1989,1795,7515040,50948,2023-10-24T22:48:52.558533+00:00
1990,1990,6846,1227105,1385691,2023-04-20T10:21:18.558533+00:00
1991,1991,6888,6419869,127192,2025-08-10T04:48:07.559033+00:00
1992,1992,6899,3662295,1144885,2025-11-11T00:45:33.559033+00:00
1993,1993,1088,7741858,411444,2025-10-22T00:44:22.559033+00:00
1994,1994,9737,3699601,210548,2023-10-26T03:42:18.559033+00:00
1995,1995,7676,5884623,767591,2023-04-06T18:26:25.559533+00:00
1996,1996,3648,1894999,556071,2024-04-14T14:25:00.559533+00:00
1997,1997,2568,6660005,911912,2023-04-15T01:41:24.559533+00:00
1998,1998,9425,9015325,372594,2025-12-04T00:24:20.559533+00:00
1999,1999,4893,5579305,216066,2025-05-07T08:53:57.559533+00:00
2000,2000,1185,4478353,1029233,2025-03-22T18:19:19.559533+00:00
2001,2001,5365,8025733,1204789,2025-11-30T11:52:09.559533+00:00
2002,2002,4549,8521357,1196227,2024-12-02T13:40:49.559533+00:00
2003,2003,4989,5502879,785712,2025-10-15T23:02:54.559533+00:00
2004,2004,2640,6697064,420282,2025-03-14T07:54:45.560535+00:00
2005,2005,8144,9321494,1377993,2023-10-25T21:54:35.560535+00:00
2006,2006,7518,6595846,195043,2024-07-10T23:45:19.560535+00:00
2007,2007,2803,5089911,426358,2025-02-21T14:06:52.560535+00:00
2008,2008,3839,6027216,166548,2025-04-11T03:20:17.561037+00:00
2009,2009,7532,3253165,589063,2023-10-29T07:33:27.561037+00:00
2010,2010,7247,3708339,714522,2025-05-24T14:46:57.561037+00:00
2011,2011,6379,6926525,54573,2024-07-09T01:19:57.561037+00:00
2012,2012,7281,9864952,713116,2024-12-31T00:53:34.561037+00:00
2013,2013,7158,8472600,1275174,2025-12-31T03:43:13.561537+00:00
2014,2014,1455,9120885,365974,2024-07-30T21:59:30.561537+00:00
2015,2015,2460,3935744,689286,2025-04-26T09:28:31.561537+00:00
2016,2016,1244,9883659,816728,2023-03-19T04:09:46.561537+00:00
2017,2017,6764,9728935,1106260,2025-12-28T17:11:53.562038+00:00
2018,2018,4530,6483291,1729350,2024-03-09T21:52:42.562038+00:00
2019,2019,8271,8503156,807764,2025-05-22T18:01:14.562038+00:00
2020,2020,9209,4000390,89115,2025-06-12T15:44:28.562038+00:00
2021,2021,7325,7667387,1715771,2025-05-28T20:43:59.562038+00:00
2022,2022,1673,5105182,639168,2023-11-04T00:35:27.562537+00:00
2023,2023,8491,9602736,164645,2025-05-22T03:25:40.562537+00:00
2024,2024,6699,8619969,497602,2023-07-17T04:19:17.562537+00:00
2025,2025,2285,4347668,606180,2024-06-01T01:38:32.562537+00:00
2026,2026,1710,8323034,229543,2025-05-26T08:50:02.563037+00:00
2027,2027,2475,9564022,268424,2023-06-19T00:20:16.563037+00:00
2028,2028,1496,7473105,1208418,2024-01-15T15:50:05.563037+00:00
2029,2029,3492,6383134,1016015,2025-09-27T20:06:48.563037+00:00
2030,2030,9002,9585133,39199,2023-11-13T07:27:06.563037+00:00
2031,2031,1952,2784573,595,2025-04-14T20:56:03.563537+00:00
2032,2032,5518,4060888,419568,2023-05-26T21:36:30.563537+00:00
2033,2033,8152,3000240,780997,2023-04-15T21:19:34.563537+00:00
2034,2034,7937,1284307,907766,2024-02-29T09:20:45.563537+00:00
2035,2035,8743,8163491,373967,2024-10-22T15:11:56.563537+00:00
2036,2036,4729,8461324,1022106,2024-07-14T23:59:56.564037+00:00
2037,2037,2890,2122733,105657,2025-03-30T22:47:18.564037+00:00
2038,2038,4973,6809184,995770,2024-02-05T19:43:38.564037+00:00
2039,2039,8828,7323354,184467,2025-01-16T10:18:12.564037+00:00
2040,2040,7000,3680304,1180861,2025-07-06T14:10:16.564037+00:00
2041,2041,2983,6236662,710996,2026-01-17T21:22:28.564538+00:00
2042,2042,6494,7605091,413,2023-12-15T12:00:02.564538+00:00
2043,2043,8538,2674639,150548,2023-05-08T16:22:09.564538+00:00
2044,2044,8637,9502499,122612,2024-11-06T21:39:14.564538+00:00
2045,2045,3373,9397498,1040737,2025-06-20T06:49:16.564538+00:00
2046,2046,5229,7613010,1636176,2024-10-07T13:47:21.565045+00:00
2047,2047,1882,9068344,809251,2023-08-04T05:48:47.565045+00:00
2048,2048,2623,9344331,270717,2024-04-02T17:15:27.565538+00:00
2049,2049,8291,4773458,636304,2023-10-30T03:27:50.565538+00:00
2050,2050,8366,3581012,56028,2024-10-23T04:50:04.565538+00:00
2051,2051,9373,4708133,1120862,2023-11-04T12:45:57.565538+00:00
2052,2052,1208,9341417,529787,2026-01-26T19:51:45.565538+00:00
2053,2053,8564,6445598,783234,2024-03-17T05:10:05.565538+00:00
2054,2054,8872,9310422,393323,2025-04-25T00:26:30.565538+00:00
2055,2055,7309,3830354,815637,2024-06-23T16:45:00.565538+00:00
2056,2056,5181,3556798,1283718,2023-10-15T06:33:02.566548+00:00
