user_id,postal_code,prefecture,city,address_line1,address_line2,proof_file_path,proof_file_data,status,created_at
2299,309-3593,兵庫県,横浜市中区,603 山田 Street,,,,APPROVED,2025-09-11T04:29:47.348769+00:00
2299,033-6267,鹿児島県,袖ケ浦市,782 後藤 Street,,,,REJECTED,2025-09-26T01:40:24.348769+00:00
2302,609-5846,茨城県,小平市,585 清水 Street,ハイツ,,,APPROVED,2024-08-24T01:17:56.348769+00:00
2302,853-8468,北海道,三鷹市,889 山本 Street,シティ,,,APPROVED,2025-01-09T12:15:02.348769+00:00
2302,902-5788,千葉県,印旛郡印旛村,653 小川 Street,,,,REJECTED,2025-12-29T13:32:41.348769+00:00
2305,461-6671,大分県,北区,156 中村 Street,,,,APPROVED,2024-10-08T18:16:14.348769+00:00
2305,004-7418,茨城県,南房総市,454 近藤 Street,アーバン,,,APPROVED,2026-01-21T08:54:08.348769+00:00
2307,704-3235,宮城県,新島村,394 渡辺 Street,ハイツ,,,APPROVED,2025-07-01T21:29:24.348769+00:00
2307,619-4319,石川県,新島村,334 鈴木 Street,パレス,,,PENDING,2025-10-26T07:58:15.348769+00:00
2310,418-7200,千葉県,三宅島三宅村,571 田中 Street,アーバン,,,REJECTED,2024-09-16T00:18:09.348769+00:00
2310,032-7341,石川県,長生郡一宮町,511 中村 Street,シャルム,,,APPROVED,2025-09-15T09:40:41.348769+00:00
2316,376-6403,岩手県,文京区,500 木村 Street,,,,REJECTED,2025-02-07T20:20:13.348769+00:00
2327,664-5301,青森県,国立市,485 鈴木 Street,コーポ,,,PENDING,2024-05-03T14:31:32.348769+00:00
2327,051-4509,東京都,安房郡鋸南町,832 佐々木 Street,シャルム,,,APPROVED,2025-03-27T01:26:17.348769+00:00
2336,147-9444,岩手県,世田谷区,810 高橋 Street,アーバン,,,PENDING,2025-07-23T23:58:58.348769+00:00
2336,570-2798,鳥取県,多摩市,119 林 Street,,,,PENDING,2025-09-10T14:31:45.348769+00:00
2337,351-7580,大分県,川崎市中原区,210 福田 Street,コート,,,APPROVED,2024-11-29T12:05:44.349269+00:00
2337,999-3324,富山県,横浜市栄区,562 鈴木 Street,コーポ,,,REJECTED,2025-09-11T20:55:16.349269+00:00
2348,258-2529,大阪府,長生郡長南町,951 伊藤 Street,アーバン,,,PENDING,2024-06-25T23:12:29.349269+00:00
2348,748-6224,石川県,大島町,243 森 Street,シティ,,,REJECTED,2025-02-21T04:38:21.349269+00:00
2348,628-1310,神奈川県,足立区,209 吉田 Street,,,,PENDING,2025-07-10T18:35:12.349269+00:00
2352,131-9779,沖縄県,我孫子市,827 木村 Street,シャルム,,,APPROVED,2025-01-21T09:06:59.349269+00:00
2354,760-8692,宮城県,日野市,510 山口 Street,アーバン,,,REJECTED,2025-11-03T19:07:11.349269+00:00
2384,359-0427,高知県,浦安市,277 岡田 Street,コート,,,REJECTED,2024-09-03T16:43:59.349269+00:00
2384,455-4677,兵庫県,横浜市栄区,558 鈴木 Street,,,,REJECTED,2025-08-29T09:37:47.349269+00:00
2389,641-6495,愛媛県,山武市,585 井上 Street,パーク,,,APPROVED,2025-07-11T08:13:51.349269+00:00
2391,665-5678,熊本県,山武郡芝山町,761 高橋 Street,,,,PENDING,2025-08-08T09:59:26.349269+00:00
2405,855-0611,滋賀県,南房総市,681 藤原 Street,ハイツ,,,PENDING,2025-05-22T19:15:23.349269+00:00
2409,782-2147,高知県,三鷹市,412 渡辺 Street,,,,PENDING,2025-07-08T01:53:20.349269+00:00
2419,514-5563,静岡県,日野市,142 木村 Street,,,,APPROVED,2024-04-28T15:47:32.349269+00:00
2419,810-1818,熊本県,印旛郡酒々井町,829 山崎 Street,シャルム,,,PENDING,2024-12-29T02:04:58.349269+00:00
2419,329-7550,三重県,匝瑳市,231 村上 Street,,,,PENDING,2025-04-20T12:26:11.349269+00:00
2426,324-6828,山形県,横浜市泉区,141 池田 Street,,,,REJECTED,2024-08-23T11:43:47.349269+00:00
2426,774-2591,宮城県,香取郡多古町,472 山口 Street,シャルム,,,APPROVED,2026-01-13T07:58:20.349269+00:00
2428,563-8737,秋田県,横浜市緑区,218 清水 Street,ハイツ,,,PENDING,2025-07-23T13:19:34.349269+00:00
2428,188-7354,東京都,大網白里市,065 加藤 Street,,,,REJECTED,2026-01-06T19:23:55.349269+00:00
2429,565-6173,鳥取県,渋谷区,695 佐藤 Street,,,,APPROVED,2026-01-06T06:08:37.349269+00:00
2437,732-9152,愛知県,香取郡神崎町,371 清水 Street,アーバン,,,PENDING,2024-06-09T14:04:23.349771+00:00
2437,249-1915,大阪府,足立区,334 鈴木 Street,クレスト,,,REJECTED,2025-07-29T18:06:08.349771+00:00
2437,627-5343,山口県,府中市,108 渡辺 Street,,,,APPROVED,2025-09-11T00:43:35.349771+00:00
2438,828-0583,埼玉県,日野市,656 福田 Street,シティ,,,APPROVED,2024-11-16T08:07:53.349771+00:00
2438,649-3754,岐阜県,君津市,147 前田 Street,,,,REJECTED,2025-10-11T07:59:02.349771+00:00
2438,740-9621,東京都,長生郡一宮町,104 林 Street,シティ,,,APPROVED,2025-12-24T22:26:25.349771+00:00
2444,219-0213,新潟県,長生郡長生村,437 橋本 Street,,,,PENDING,2025-04-03T22:18:09.349771+00:00
2444,479-4988,静岡県,西多摩郡奥多摩町,024 森 Street,,,,REJECTED,2026-01-07T22:00:06.349771+00:00
2452,446-1570,徳島県,印旛郡印旛村,302 山下 Street,,,,PENDING,2024-08-02T01:04:38.349771+00:00
2452,293-0024,徳島県,山武郡芝山町,057 木村 Street,,,,PENDING,2025-09-21T08:56:26.349771+00:00
2459,802-0342,奈良県,香取市,588 山崎 Street,クレスト,,,REJECTED,2025-02-27T09:17:32.349771+00:00
2467,284-5710,宮崎県,白井市,654 石川 Street,ハイツ,,,APPROVED,2024-09-12T10:15:54.349771+00:00
2468,664-2662,北海道,長生郡長柄町,523 井上 Street,シャルム,,,PENDING,2024-05-02T11:08:05.349771+00:00
2470,951-1981,愛知県,清瀬市,364 木村 Street,コート,,,APPROVED,2024-06-19T19:03:17.350270+00:00
2470,778-1437,山梨県,大田区,080 高橋 Street,シャルム,,,APPROVED,2026-01-06T01:12:49.350270+00:00
2473,649-9500,和歌山県,川崎市川崎区,572 加藤 Street,,,,APPROVED,2024-03-29T04:52:05.350270+00:00
2473,395-1229,奈良県,東大和市,537 藤井 Street,,,,REJECTED,2025-06-16T06:05:22.350270+00:00
2477,620-5033,静岡県,国分寺市,271 石井 Street,シティ,,,APPROVED,2024-06-04T19:56:11.350270+00:00
2477,910-9442,長野県,東久留米市,375 小林 Street,パレス,,,REJECTED,2025-10-24T19:19:41.350270+00:00
2477,897-7631,富山県,川崎市宮前区,773 佐藤 Street,パレス,,,PENDING,2026-01-09T08:25:44.350270+00:00
2486,018-9297,佐賀県,山武市,353 伊藤 Street,コート,,,REJECTED,2025-02-23T06:02:13.350270+00:00
2487,651-9646,福島県,千代田区,920 林 Street,,,,APPROVED,2024-04-02T07:49:55.350270+00:00
2487,711-4673,山形県,川崎市川崎区,511 岡田 Street,コーポ,,,PENDING,2025-04-01T08:45:14.350270+00:00
2504,837-9695,香川県,中野区,176 佐藤 Street,,,,REJECTED,2024-02-18T11:20:03.350270+00:00
2504,682-1522,鹿児島県,いすみ市,806 池田 Street,コーポ,,,APPROVED,2024-06-16T19:33:02.350270+00:00
2504,932-6124,宮城県,立川市,682 橋本 Street,パーク,,,PENDING,2025-01-03T17:03:44.350270+00:00
2519,381-3153,静岡県,武蔵村山市,034 藤原 Street,ハイツ,,,REJECTED,2026-01-09T11:19:08.350270+00:00
2524,685-3452,三重県,八街市,083 佐藤 Street,,,,PENDING,2025-02-19T06:51:46.350270+00:00
2527,670-8973,島根県,利島村,537 井上 Street,ハイツ,,,REJECTED,2024-12-18T13:32:38.350270+00:00
2530,303-0200,茨城県,川崎市中原区,481 加藤 Street,,,,APPROVED,2024-07-01T16:05:44.350270+00:00
2530,132-1286,茨城県,北区,982 中川 Street,,,,REJECTED,2024-11-03T09:35:47.350270+00:00
2534,722-8436,青森県,香取郡多古町,029 阿部 Street,,,,REJECTED,2025-11-22T13:09:56.350771+00:00
2534,064-8040,京都府,横浜市西区,491 佐藤 Street,コート,,,APPROVED,2025-11-22T18:16:51.350771+00:00
2536,072-4218,三重県,横浜市戸塚区,050 加藤 Street,クレスト,,,REJECTED,2024-07-22T13:02:22.350771+00:00
2536,305-4450,茨城県,板橋区,046 坂本 Street,,,,PENDING,2025-03-23T20:14:25.350771+00:00
2537,784-2706,滋賀県,多摩市,583 渡辺 Street,,,,REJECTED,2024-02-13T13:52:16.350771+00:00
2537,594-1473,佐賀県,千代田区,847 伊藤 Street,,,,APPROVED,2024-05-31T23:52:40.350771+00:00
2537,019-4220,富山県,香取郡多古町,805 山田 Street,,,,PENDING,2024-07-07T03:15:32.350771+00:00
2545,370-7886,神奈川県,千代田区,794 木村 Street,パーク,,,APPROVED,2024-06-01T13:38:47.350771+00:00
2545,425-9224,千葉県,清瀬市,271 佐藤 Street,,,,APPROVED,2025-03-05T10:30:19.350771+00:00
2545,016-0182,宮崎県,長生郡長南町,553 後藤 Street,,,,APPROVED,2025-07-11T06:49:45.350771+00:00
2550,795-0253,山口県,横浜市保土ケ谷区,983 坂本 Street,,,,APPROVED,2024-12-07T05:21:00.350771+00:00
2550,073-3800,神奈川県,袖ケ浦市,577 石川 Street,,,,APPROVED,2025-08-06T20:50:59.350771+00:00
2550,721-8879,北海道,長生郡長柄町,325 斎藤 Street,コーポ,,,APPROVED,2025-10-17T02:14:17.350771+00:00
2553,217-2611,岐阜県,小金井市,777 渡辺 Street,アーバン,,,APPROVED,2025-02-10T04:38:39.350771+00:00
2553,433-7732,茨城県,夷隅郡大多喜町,898 山本 Street,,,,REJECTED,2025-04-01T21:21:35.350771+00:00
2559,897-8776,徳島県,横浜市金沢区,207 吉田 Street,シャルム,,,APPROVED,2025-04-14T04:27:58.350771+00:00
2561,369-2086,青森県,西東京市,915 吉田 Street,アーバン,,,PENDING,2026-01-26T03:24:03.350771+00:00
2565,978-0590,大阪府,三鷹市,814 林 Street,アーバン,,,APPROVED,2024-02-15T03:21:32.350771+00:00
2565,424-9047,秋田県,横浜市中区,276 阿部 Street,,,,APPROVED,2025-10-16T12:50:58.350771+00:00
2572,586-6448,群馬県,調布市,180 井上 Street,,,,PENDING,2024-08-13T04:06:33.351269+00:00
2572,308-3972,福岡県,川崎市多摩区,029 加藤 Street,シャルム,,,REJECTED,2024-08-25T11:20:09.351269+00:00
2572,567-9756,福島県,東久留米市,385 阿部 Street,シティ,,,PENDING,2025-09-10T03:27:29.351269+00:00
2575,617-0242,千葉県,いすみ市,690 中島 Street,,,,PENDING,2024-09-06T05:14:03.351269+00:00
2575,151-3113,東京都,横浜市旭区,088 小林 Street,,,,REJECTED,2025-07-18T20:19:56.351269+00:00
2575,826-4708,千葉県,長生郡一宮町,038 鈴木 Street,,,,REJECTED,2025-11-14T00:28:59.351269+00:00
2576,691-8155,鳥取県,武蔵野市,604 山本 Street,,,,PENDING,2025-10-09T18:17:52.351269+00:00
2582,492-8483,富山県,中央区,381 山口 Street,シティ,,,APPROVED,2024-04-05T00:32:26.351269+00:00
2582,332-0622,鹿児島県,府中市,166 石川 Street,,,,PENDING,2025-07-08T10:42:06.351269+00:00
2583,087-9243,千葉県,清瀬市,293 山本 Street,ハイツ,,,REJECTED,2024-12-06T06:10:30.351269+00:00
2583,033-9966,山形県,西多摩郡檜原村,374 長谷川 Street,,,,PENDING,2025-04-21T22:16:52.351269+00:00
2589,108-4059,山口県,新宿区,221 渡辺 Street,,,,APPROVED,2025-06-10T22:58:00.351269+00:00
2589,086-2711,三重県,長生郡長生村,181 小川 Street,,,,REJECTED,2025-07-14T13:43:12.351269+00:00
2594,624-1867,長野県,大網白里市,851 藤田 Street,シャルム,,,REJECTED,2024-06-12T19:16:51.351269+00:00
2594,689-5045,栃木県,山武郡芝山町,134 中村 Street,シャルム,,,APPROVED,2024-10-29T06:00:22.351269+00:00
2599,065-6538,鳥取県,川崎市宮前区,831 鈴木 Street,,,,REJECTED,2024-04-19T09:55:33.351269+00:00
2599,307-4230,福岡県,板橋区,092 後藤 Street,,,,PENDING,2024-08-07T23:32:12.351269+00:00
2603,213-3271,兵庫県,横浜市磯子区,245 後藤 Street,,,,REJECTED,2025-02-25T12:23:58.351269+00:00
2604,699-1981,千葉県,川崎市高津区,057 伊藤 Street,,,,APPROVED,2024-08-05T17:36:48.351769+00:00
2604,629-5343,奈良県,江東区,244 鈴木 Street,アーバン,,,APPROVED,2025-09-15T04:23:52.351769+00:00
2626,845-1248,福井県,青梅市,090 岡田 Street,,,,PENDING,2025-03-20T08:28:14.351769+00:00
2626,087-4291,宮城県,横浜市戸塚区,633 山田 Street,,,,REJECTED,2025-10-26T12:13:29.351769+00:00
2631,402-9455,富山県,横浜市緑区,223 加藤 Street,,,,REJECTED,2024-06-17T09:44:49.351769+00:00
2631,864-2596,石川県,我孫子市,079 佐藤 Street,コーポ,,,PENDING,2025-09-05T18:50:26.351769+00:00
2631,300-0941,茨城県,長生郡一宮町,619 高橋 Street,,,,APPROVED,2026-01-28T14:04:13.351769+00:00
2651,527-0479,岡山県,浦安市,419 藤田 Street,シャルム,,,REJECTED,2024-10-11T23:41:23.351769+00:00
2651,434-1114,千葉県,浦安市,091 佐藤 Street,アーバン,,,PENDING,2025-03-22T04:41:38.351769+00:00
2670,538-2654,北海道,台東区,824 斎藤 Street,コート,,,APPROVED,2024-09-21T21:00:25.351769+00:00
2670,355-7584,神奈川県,香取郡神崎町,720 鈴木 Street,,,,APPROVED,2025-12-09T10:13:55.351769+00:00
2671,887-8799,新潟県,羽村市,062 鈴木 Street,,,,APPROVED,2024-07-28T05:45:46.351769+00:00
2671,942-7161,滋賀県,千代田区,971 吉田 Street,コート,,,APPROVED,2024-09-22T10:13:58.351769+00:00
2676,990-1536,山形県,横浜市緑区,037 田中 Street,,,,PENDING,2025-01-12T17:50:25.351769+00:00
2676,688-4274,島根県,小笠原村,964 遠藤 Street,,,,REJECTED,2025-05-26T08:35:17.351769+00:00
2678,186-4085,東京都,墨田区,747 清水 Street,シャルム,,,APPROVED,2025-07-09T22:33:17.351769+00:00
2678,332-0609,高知県,鎌ケ谷市,053 佐藤 Street,パーク,,,REJECTED,2025-08-30T05:44:40.351769+00:00
2678,150-7709,大分県,横浜市栄区,495 前田 Street,,,,PENDING,2025-11-22T10:00:47.351769+00:00
2685,244-9004,熊本県,印旛郡印旛村,745 藤田 Street,アーバン,,,REJECTED,2024-11-02T05:02:18.351769+00:00
2685,351-9673,山梨県,西東京市,666 鈴木 Street,,,,APPROVED,2024-11-18T03:43:35.351769+00:00
2685,874-7861,埼玉県,あきる野市,961 吉田 Street,,,,APPROVED,2025-04-11T00:17:19.351769+00:00
2696,103-8895,静岡県,調布市,844 藤田 Street,コーポ,,,APPROVED,2024-06-25T12:34:35.351769+00:00
2696,736-4388,茨城県,香取郡神崎町,593 中村 Street,クレスト,,,APPROVED,2024-12-19T04:25:59.351769+00:00
2696,412-3208,徳島県,新島村,435 佐藤 Street,,,,APPROVED,2025-03-28T19:24:20.351769+00:00
2698,427-7723,高知県,東久留米市,023 山本 Street,アーバン,,,PENDING,2025-09-19T08:15:22.352269+00:00
2698,636-4200,三重県,葛飾区,738 山本 Street,,,,REJECTED,2025-12-08T10:35:44.352269+00:00
2698,210-2516,岐阜県,横浜市南区,884 加藤 Street,,,,REJECTED,2025-12-25T16:12:13.352269+00:00
2699,135-3777,兵庫県,荒川区,503 佐藤 Street,コーポ,,,APPROVED,2024-08-11T23:12:28.352269+00:00
2699,712-4456,宮崎県,西多摩郡奥多摩町,018 井上 Street,シャルム,,,APPROVED,2024-09-05T11:44:49.352269+00:00
2699,050-4972,鳥取県,日野市,524 鈴木 Street,,,,REJECTED,2025-07-31T03:48:08.352269+00:00
2704,903-0126,岡山県,鎌ケ谷市,019 伊藤 Street,クレスト,,,APPROVED,2024-12-23T17:11:21.352269+00:00
2704,882-3350,石川県,夷隅郡大多喜町,585 林 Street,シティ,,,REJECTED,2025-04-01T02:24:27.352269+00:00
2710,660-5518,福岡県,三鷹市,809 山本 Street,,,,APPROVED,2024-10-31T14:45:57.352269+00:00
2710,837-6923,富山県,八街市,342 佐藤 Street,パレス,,,APPROVED,2024-11-16T02:32:55.352269+00:00
2710,709-6428,高知県,三鷹市,869 森 Street,,,,REJECTED,2025-09-27T04:17:35.352269+00:00
2715,247-0656,熊本県,印西市,408 斉藤 Street,,,,PENDING,2024-05-02T15:00:42.352269+00:00
2715,116-7247,東京都,西東京市,859 山口 Street,アーバン,,,APPROVED,2026-01-16T13:55:31.352269+00:00
2726,212-9802,宮崎県,四街道市,481 佐々木 Street,,,,PENDING,2025-10-06T17:39:41.352269+00:00
2733,631-0073,愛知県,品川区,959 佐々木 Street,,,,APPROVED,2024-09-21T02:53:46.352269+00:00
2733,117-0881,富山県,横浜市戸塚区,461 加藤 Street,,,,APPROVED,2025-05-02T16:04:42.352269+00:00
2738,436-3122,青森県,北区,423 加藤 Street,クレスト,,,REJECTED,2024-11-27T01:29:17.352269+00:00
2738,143-5140,福井県,墨田区,822 小林 Street,,,,REJECTED,2026-01-01T06:56:57.352269+00:00
2764,494-8212,栃木県,浦安市,030 佐々木 Street,,,,APPROVED,2024-08-26T18:02:15.352269+00:00
2764,783-8827,岡山県,神津島村,355 山本 Street,,,,APPROVED,2025-10-16T14:45:52.352269+00:00
2768,418-3651,山梨県,川崎市高津区,466 佐藤 Street,パーク,,,REJECTED,2026-02-04T01:04:30.352769+00:00
2777,179-8608,滋賀県,狛江市,188 伊藤 Street,シティ,,,REJECTED,2024-11-10T14:33:39.352769+00:00
2781,971-3410,香川県,墨田区,860 高橋 Street,,,,PENDING,2025-10-24T14:22:11.352769+00:00
2781,925-9149,福岡県,横浜市都筑区,346 田中 Street,,,,APPROVED,2025-10-25T00:47:58.352769+00:00
2783,590-7042,大分県,江戸川区,853 坂本 Street,パレス,,,APPROVED,2025-02-05T20:59:53.352769+00:00
2790,476-7029,滋賀県,杉並区,275 佐々木 Street,ハイツ,,,APPROVED,2025-06-29T07:45:17.352769+00:00
2790,489-7682,新潟県,御蔵島村,709 小林 Street,,,,PENDING,2025-09-26T13:29:05.352769+00:00
2790,856-8290,石川県,中央区,493 太田 Street,,,,REJECTED,2026-01-02T04:38:12.352769+00:00
2803,433-0018,大阪府,羽村市,754 松本 Street,パレス,,,APPROVED,2024-02-24T13:56:07.352769+00:00
2803,239-8195,宮崎県,白井市,299 木村 Street,,,,APPROVED,2025-02-26T03:23:58.352769+00:00
2803,343-0787,新潟県,羽村市,417 斎藤 Street,,,,PENDING,2025-03-05T17:42:26.352769+00:00
2804,931-5501,大分県,東大和市,702 林 Street,パレス,,,PENDING,2024-08-18T12:18:05.352769+00:00
2804,446-8997,香川県,川崎市多摩区,790 橋本 Street,シティ,,,PENDING,2024-12-23T18:34:36.352769+00:00
2804,988-8629,青森県,東大和市,773 小林 Street,パーク,,,PENDING,2025-07-05T03:36:26.352769+00:00
2806,406-4047,愛媛県,横浜市保土ケ谷区,233 中川 Street,コーポ,,,REJECTED,2024-05-29T07:10:09.352769+00:00
2806,621-2031,秋田県,香取市,440 小林 Street,,,,APPROVED,2025-05-26T21:29:45.352769+00:00
2812,468-5797,秋田県,足立区,284 伊藤 Street,,,,PENDING,2024-12-28T18:17:45.352769+00:00
2812,031-1459,三重県,夷隅郡御宿町,266 井上 Street,クレスト,,,APPROVED,2025-06-16T11:53:28.352769+00:00
2812,466-2707,佐賀県,鎌ケ谷市,395 小川 Street,,,,PENDING,2025-10-16T20:48:38.352769+00:00
2837,101-4688,愛媛県,横浜市金沢区,592 斉藤 Street,,,,APPROVED,2025-05-05T22:48:01.352769+00:00
2837,587-4708,栃木県,福生市,335 松本 Street,,,,REJECTED,2025-08-14T08:04:44.352769+00:00
2838,272-1417,岡山県,横浜市金沢区,245 佐藤 Street,クレスト,,,PENDING,2024-08-01T12:39:59.352769+00:00
2848,533-4832,岡山県,千代田区,319 佐藤 Street,パーク,,,APPROVED,2024-11-22T00:24:25.353269+00:00
2848,109-1112,島根県,印旛郡酒々井町,956 小林 Street,,,,PENDING,2025-06-16T15:45:16.353269+00:00
2851,709-4089,神奈川県,町田市,200 山田 Street,アーバン,,,APPROVED,2024-11-15T01:31:48.353269+00:00
2854,221-7616,岡山県,大網白里市,100 伊藤 Street,シティ,,,PENDING,2024-03-30T20:18:24.353269+00:00
2854,055-4993,石川県,横浜市青葉区,320 池田 Street,,,,REJECTED,2024-09-07T23:12:22.353269+00:00
2856,015-3672,群馬県,町田市,070 高橋 Street,,,,APPROVED,2024-08-08T04:14:08.353269+00:00
2858,610-2064,京都府,横浜市都筑区,543 鈴木 Street,アーバン,,,REJECTED,2025-10-02T11:42:35.353269+00:00
2858,794-8373,広島県,香取市,752 村上 Street,,,,APPROVED,2025-11-07T03:01:26.353269+00:00
2858,892-8557,兵庫県,西多摩郡奥多摩町,117 林 Street,コート,,,REJECTED,2026-02-08T22:16:22.353269+00:00
2860,986-7608,福岡県,中央区,570 阿部 Street,コート,,,PENDING,2024-08-07T09:32:08.353269+00:00
2861,003-6150,長崎県,江東区,197 鈴木 Street,シティ,,,REJECTED,2024-04-01T10:14:02.353269+00:00
2862,437-7487,秋田県,大島町,102 井上 Street,コーポ,,,APPROVED,2025-08-02T10:50:12.353269+00:00
2875,315-6459,大分県,長生郡長柄町,063 佐々木 Street,コート,,,REJECTED,2024-03-04T23:48:16.353269+00:00
2875,826-8651,愛知県,東村山市,668 阿部 Street,クレスト,,,REJECTED,2024-04-08T20:38:36.353269+00:00
2875,304-8941,千葉県,御蔵島村,932 小林 Street,シャルム,,,REJECTED,2025-12-08T07:57:07.353269+00:00
2883,575-7818,鹿児島県,川崎市中原区,724 中村 Street,アーバン,,,APPROVED,2024-08-20T15:18:49.353269+00:00
2883,425-6817,徳島県,北区,068 田中 Street,,,,REJECTED,2025-01-11T17:40:51.353269+00:00
2883,854-2664,愛媛県,大網白里市,863 清水 Street,コート,,,APPROVED,2025-06-06T16:59:53.353269+00:00
2892,553-8456,愛知県,西多摩郡檜原村,191 井上 Street,,,,PENDING,2025-08-24T16:16:15.353269+00:00
2905,478-3612,滋賀県,小平市,042 鈴木 Street,コート,,,PENDING,2024-11-25T04:20:33.353269+00:00
2910,036-0286,大阪府,四街道市,131 山下 Street,アーバン,,,APPROVED,2025-12-06T21:28:52.353269+00:00
2918,788-6388,東京都,世田谷区,987 田中 Street,,,,PENDING,2025-06-25T09:36:33.353769+00:00
2921,644-1521,佐賀県,北区,473 小林 Street,ハイツ,,,PENDING,2024-12-13T13:40:40.353769+00:00
2921,606-5316,埼玉県,港区,521 清水 Street,コート,,,REJECTED,2026-01-03T20:41:30.353769+00:00
2930,077-2906,京都府,山武郡芝山町,644 坂本 Street,パレス,,,APPROVED,2024-07-21T02:34:51.353769+00:00
2930,500-0382,宮城県,横浜市旭区,246 松本 Street,コーポ,,,PENDING,2025-04-15T21:22:08.353769+00:00
2939,964-0423,静岡県,鴨川市,729 佐藤 Street,,,,APPROVED,2024-12-03T02:07:48.353769+00:00
2943,626-5114,徳島県,府中市,625 吉田 Street,パレス,,,REJECTED,2024-05-01T20:20:28.353769+00:00
2945,006-0264,長野県,利島村,104 山下 Street,,,,PENDING,2024-03-23T08:36:09.353769+00:00
2945,095-5829,福島県,府中市,199 森 Street,シャルム,,,REJECTED,2024-07-31T20:07:41.353769+00:00
2945,041-4028,山口県,大網白里市,352 山崎 Street,シティ,,,APPROVED,2025-08-14T21:40:13.353769+00:00
2947,156-9023,東京都,四街道市,258 中村 Street,,,,PENDING,2025-06-07T03:03:42.353769+00:00
2952,482-5047,香川県,長生郡睦沢町,621 佐藤 Street,コーポ,,,APPROVED,2025-04-12T04:21:28.353769+00:00
2964,473-9862,兵庫県,杉並区,289 前田 Street,,,,APPROVED,2024-06-28T00:02:31.353769+00:00
2964,368-1311,群馬県,浦安市,045 松田 Street,,,,APPROVED,2025-01-31T19:01:57.353769+00:00
2972,325-9998,群馬県,三宅島三宅村,926 松田 Street,コーポ,,,APPROVED,2025-06-01T05:56:35.353769+00:00
2978,378-6197,栃木県,足立区,384 井上 Street,,,,REJECTED,2024-08-04T02:39:56.353769+00:00
2978,561-3019,福島県,匝瑳市,790 佐藤 Street,,,,APPROVED,2025-02-22T22:13:05.353769+00:00
2978,794-7211,岩手県,鴨川市,244 山田 Street,パレス,,,REJECTED,2025-07-10T07:00:17.353769+00:00
2982,891-3953,鳥取県,香取市,382 伊藤 Street,,,,PENDING,2025-10-07T06:19:23.354273+00:00
3009,503-5189,鹿児島県,印西市,844 斉藤 Street,シャルム,,,APPROVED,2024-07-14T18:28:21.354273+00:00
3022,955-9572,千葉県,渋谷区,719 鈴木 Street,アーバン,,,APPROVED,2025-04-08T02:21:26.354273+00:00
3022,912-2714,石川県,八丈島八丈町,214 佐藤 Street,ハイツ,,,PENDING,2025-04-20T05:59:54.354273+00:00
3022,651-3801,徳島県,長生郡睦沢町,563 山田 Street,,,,PENDING,2025-07-19T19:37:57.354273+00:00
3024,410-4597,兵庫県,あきる野市,473 高橋 Street,ハイツ,,,REJECTED,2024-05-24T12:47:23.354273+00:00
3024,270-9995,宮崎県,長生郡睦沢町,305 加藤 Street,シャルム,,,REJECTED,2025-12-24T16:34:18.354273+00:00
3046,940-5944,石川県,渋谷区,000 鈴木 Street,アーバン,,,REJECTED,2024-11-06T07:41:31.354273+00:00
3053,181-4086,秋田県,杉並区,749 森 Street,,,,PENDING,2025-04-27T03:20:03.354273+00:00
3073,012-4274,東京都,御蔵島村,601 後藤 Street,,,,PENDING,2024-02-16T07:44:56.354273+00:00
3080,899-3524,新潟県,我孫子市,397 井上 Street,シティ,,,PENDING,2025-08-01T19:24:24.354273+00:00
3083,682-4696,京都府,横浜市南区,302 前田 Street,パーク,,,PENDING,2024-03-18T12:19:39.354273+00:00
3083,689-1503,茨城県,安房郡鋸南町,829 高橋 Street,シャルム,,,REJECTED,2024-04-28T15:39:20.354273+00:00
3083,534-2436,滋賀県,横浜市南区,233 小林 Street,コート,,,PENDING,2024-11-18T05:24:12.354273+00:00
3091,183-5929,兵庫県,印旛郡本埜村,171 岡田 Street,クレスト,,,PENDING,2024-08-31T18:12:24.354273+00:00
3091,797-2905,宮城県,三鷹市,891 中川 Street,クレスト,,,APPROVED,2025-10-23T03:11:25.354273+00:00
3092,090-6022,秋田県,富里市,400 藤原 Street,,,,REJECTED,2024-08-09T12:56:17.354273+00:00
3092,669-7909,秋田県,練馬区,766 石川 Street,ハイツ,,,PENDING,2026-02-08T13:35:37.354273+00:00
3107,181-2841,東京都,浦安市,237 福田 Street,アーバン,,,APPROVED,2024-12-20T12:10:20.354273+00:00
3107,043-5038,秋田県,八街市,621 山下 Street,ハイツ,,,REJECTED,2025-04-22T04:50:24.354273+00:00
3125,718-5209,富山県,多摩市,393 佐藤 Street,パレス,,,APPROVED,2026-02-01T02:20:48.354769+00:00
3129,730-6408,佐賀県,印旛郡印旛村,320 高橋 Street,,,,REJECTED,2024-03-08T07:39:38.354769+00:00
3129,646-8004,富山県,国立市,170 吉田 Street,,,,PENDING,2025-04-30T19:44:51.354769+00:00
3129,709-7457,京都府,日野市,429 佐藤 Street,,,,PENDING,2025-09-28T10:31:13.354769+00:00
3147,457-8419,岐阜県,川崎市川崎区,506 松本 Street,,,,PENDING,2024-09-08T08:20:21.354769+00:00
3177,378-1610,茨城県,横浜市緑区,242 斎藤 Street,シティ,,,REJECTED,2024-07-05T15:58:35.354769+00:00
3200,783-0592,大分県,横浜市港南区,389 橋本 Street,パーク,,,PENDING,2024-06-19T22:58:54.354769+00:00
